	正解	予測	予測確率(ポジティブ)	単語列
518	1	1	0.7332390985917677	time beauti film watch interest time captiv take loss loneli
519	0	0	0.45142152931892365	absolut unintent terrifi
520	0	0	0.1074709430878418	ponder plod soap opera disguis featur film
521	0	0	0.34713148211524714	boldli stroke luridli colour uni-dimension nonsens machin stroke eyebal evapor much crypt mist brain
522	1	1	0.7370550681609657	magnific drama well worth track
523	0	0	0.24572060062201023	hard core slasher aficionado find thing like overal halloween seri lose edg
524	0	0	0.3735523476111844	blood work laughabl solemn tri pump life overwork element eastwood dirti harri period
525	0	0	0.24063943983914154	expect colleg comedi target audienc graduat junior high school
526	1	0	0.2450878040943508	whole cast look much fun slapstick antic silli street patoi toss obscur express bellini mullinski compact minut breez
527	0	0	0.43522614078023303	ethan hawk alway fanci bastard child beatnik gener chelsea wall
528	1	1	0.7806527737358344	beauti craft engag filmmak attract upscal audienc hungri qualiti nostalg twisti yarn keep gue
529	1	1	0.6705092757253084	brash intellig erot perplex hanek portrait upper class austrian societi suppress tuck away demon uniqu feel sardon jolt
530	1	1	0.6949466246353211	draw big bad love solid perform arliss howard
531	1	1	0.6714286816771743	maud roland search unknow past make haunt literari detect stori labut pull neater trick possess make languag sexi
532	1	1	0.6389876866955416	slyli exquisit anti-adult movi ever make
533	0	0	0.49964289923126276	film depress life
534	0	1	0.5965592795016531	alarm duval throbb sincer elderli propens pat peopl talk
535	0	1	0.6757260913916153	abstract art film make statement easili access way prewarn possibl reason intellig person sit tidal wave imageri get vision
536	0	0	0.4969753583435068	dread earnest invers concubin love triangl eschew previou film histor panorama roil patho bug eye mug gay nich condescens
537	0	1	0.5391702778494143	simpl stori seem simpl work plot almost arbitrari
538	0	0	0.34027305538997704	film live far much head
539	0	0	0.29849940044463524	film maudlin focu young woman infirm naiv dream play worst kind holli wood heart string pluck
540	1	1	0.8022800369936112	happi listen movi watch slow parad human frailti fascin right film
541	0	0	0.32686416974461246	stiff schmaltzi clumsili direct
542	0	0	0.10800771023172598	pretenti mess
543	0	0	0.4523375449770951	siegel co-writ lisa bazadona grace woodard reli much convent creat charact surround franki
544	0	0	0.2698024118147039	far fetch premis convolut plot themat mumbo jumbo destini redempt love
545	1	1	0.7837462534145756	protagonist miller eloqu captur moment woman life deep seat emot need turn differ path
546	0	0	0.4233137106866274	succumb kind maudlin sentiment mystic mar touch angel school non-god spiritu uplift movi
547	0	0	0.1788041025811031	depress movi mani miss opportun
548	1	1	0.8801282341013985	movi hardli masterpiec mark bullock best work time
549	1	1	0.5381863198398659	drug dealer kidnap unsavori folk tone pace shockingli intim
550	1	1	0.5866216304164398	moodi multi-dimension love stori sci fi mysteri solari think provok haunt film allow seed imagin germin
551	1	1	0.5445833274779793	film tune grief lead man centuri
552	1	1	0.6699935775595537	welcom accept trial henri kissing faith portraitur argu debat join necessari time one
553	1	0	0.47911402278453125	dig usual portray good kid bad seed reveal ambival set charact motiv
554	0	0	0.2805971969581397	everi good actor need hamlet benigni shakespear want defin career pinocchio well problem child iv
555	1	1	0.7433723431971355	charm think provok new york fest life love reward
556	0	0	0.29604899633519915	latest instal pokemon canon pokemon surpris less moldi trite last like much japanes anim set scenic forest pokemon graze peac
557	0	1	0.5726244815562442	spain greatest star wattag overcom tumult maudlin tragedi
558	1	1	0.6953848486518476	murder maid lot go least brilliant perform testud parmenti
559	0	0	0.18408203049621588	merchant direct movi much produc sausag
560	0	0	0.25459755610060686	static repetit muddi blurri hey arnold seem lock titl ugliest movi year
561	0	0	0.4823272942327078	treat woman idiot
562	0	0	0.46334457552010655	avari film never quit emerg shadow elli book
563	1	1	0.5510558355100611	jarecki gibney find enough materi bring kissing record question explain diplomat tweak version statecraft cost thousand possibl million life
564	0	0	0.4080518921950216	movi comedi work better ambit say subject willing
565	0	0	0.34000256340988405	elicit groan audienc jar jar bink scrappi doo scoobi dumb wrap
566	0	0	0.396751647609492	horribl movi sprung great one year worst cinemat tragedi
567	1	1	0.8309484580288731	solid examin male midlif crisi
568	0	0	0.34695340786434103	game movi tri make sens titl charact remain huge gap film creepi clean cut dahmer jeremi renner fiendish act amount earnest textbook psycholog bridg
569	1	1	0.8187692209984704	well write nice act beauti shoot score film work sever level openli question social ensnar audienc emot pull
570	0	0	0.2451552023123294	exercis cynic everi bit ugli shabbi digit photographi muddi sound
571	0	1	0.6000049820538647	sensit quit revelatori documentari
572	1	1	0.6051637704859586	drug abus infidel death usual comedi fare turpin film allow chuckl angst
573	1	0	0.38263986604652744	australian actor director john polson award win english cinematograph gile nuttgen make terrif effort disguis obviou energi innov
574	0	1	0.5965109221718221	exactli claim simpl divers kid
575	1	1	0.5671149752901377	like expertli drum repress teenag memori viewer
576	1	1	0.6206558701626445	wild thornberri movi jolli surpris
577	0	0	0.39540688061752727	consciou effort take spontan
578	0	1	0.6246187109959334	genial conceit rare pictur root throughout dearli hope rich promis script realiz screen never fulli
579	1	0	0.16389286915540738	devot star trek wrath khan feel nag sens deja vur grandeur best next gener episod lack
580	0	0	0.2730473198189169	much mix bag enough neg outweigh posit
581	1	1	0.9146952302027416	mesmer eye open tour modern beij cultur journey rebellion retreat oblivion return
582	1	1	0.7943268010105826	nicol kidman evolv star superstar time past year mean birthday girl kind quirkili appeal minor movi make
583	1	0	0.346146011354191	imagin scenario bergman approach swedish fatal use gari larson far side humor
584	0	0	0.1921072975518968	sort movi give tasteless bad rap
585	1	0	0.3547316807864532	greengrass work mullan script forgo larger socio-polit pictur situat northern ireland favour approach throw pulsat thick truli frighten situat
586	1	1	0.7479186346297102	film best trick way treat conspiraci kind polit blair witch monstrou murk haunt precis never see
587	0	0	0.42726828150484514	devoid pleasur sensual even dub hedonist
588	1	1	0.8269555017603903	mesmer perform lead keep film ground keep audienc rivet
589	0	0	0.3745287211439217	quit tast look attent process tend littl flee
590	1	1	0.5374670115656773	sometim feel film careen color event anoth respit sometim seem frida kahlo life
591	0	0	0.359970165739609	simpli suffici heft justifi hour run time
592	0	1	0.5690508202462015	adventur contain half excit balto quarter fun toy stori
593	0	0	0.498383084378856	movi want watch week live
594	1	1	0.76873776439904	exhilar experi
595	1	1	0.612778247272647	gai come closer actress rememb personifi independ purest ye intimid form
596	1	1	0.8528785142179585	movi thesi eleg technolog mass surprisingli refresh
597	1	1	0.7536311269801996	binoch magimel charm angst ride easili fill scene fine judg never overcook hysteria
598	1	0	0.41212811055741433	begin end scene terrifi still stun decid leav light everi night
599	1	1	0.6052123854721462	director explor side stori sensit inquisit reminisc truffaut
600	0	1	0.7495674233984735	simpl good
601	0	0	0.3142195870748646	free half bake thought clumsili use visual trick self indulg actor moment
602	1	1	0.5815313022259796	solid cast assur direct complet lack modern day ironi
603	1	1	0.7249930967289189	eloqu reflect beauti act medit profoundli devast event year ago slow pain heal process follow wake
604	1	1	0.7334359757999314	art intellig film stay confin well establish genr
605	1	1	0.8226729271530824	beauti film full elabor twist charact also pretti funni
606	0	0	0.44382165305155824	distant futur movi ghost ship use analges balm overstimul mind right mere signpost mark slow linger death imagin
607	1	1	0.5140513903724736	whole lot foul freaki funni
608	0	0	0.42238018313018677	see film lack momentum posit remain mostli undetermin director experi success one
609	1	1	0.8262883443096121	power chill affect studi man die fall
610	0	1	0.6065827194381441	director byler yet great movi charlott sometim half
611	0	0	0.30146116457778904	writer director walter hill co-writ david giler tri creat charact obviou clich wind use punch bag
612	1	1	0.6515349241075156	great charact interact
613	0	1	0.5991280757061647	respect charm sandra bullock hugh grant wear threadbar
614	0	0	0.15618736363084978	feel less teenag write teenag
615	1	1	0.5537383819552943	clear pictur kill bob crane glimps life
616	1	1	0.5387332194248404	execut gentl insist sincer good humor appreci daili grind hardheart scroog fail respond
617	0	0	0.31896524733999215	much bake cardboard need chew
618	1	1	0.5901015107750581	reach wholli believ heart wrench depth despair
619	1	1	0.651360478934604	hallmark film increasingli import film industri worth look
620	1	0	0.40703922601627146	nowher kid appropri turf find becom self make celebr athlet low version american dream
621	1	1	0.650899094156722	enough moment heartbreak honesti keep glue screen
622	0	1	0.5023469100850616	suspect interest way deal subject
623	1	1	0.5432871968853419	neil burger succeed make mysteri decad back springboard immedi mysteri present
624	1	1	0.5038733097736009	delight littl film revel simplic mostli martha leav smile face grumbl stomach
625	0	0	0.30672323653461936	dull simpl mind stereotyp tale drug death mind numb indiffer inner-c street
626	1	0	0.22671186507360722	sens dull slasher film gorefest connoisseur psycholog horror ticket
627	1	1	0.7947809699697957	inspir character peopl divers cultur share human spiritu need
628	1	1	0.6183031620443763	exceedingli rare film talk alon enough keep involv
629	1	0	0.3727795968034268	much success translat famou previou film adapt writer director anthoni friedman similarli updat british product
630	0	0	0.47330575004745534	stagey talki long good
631	1	1	0.617967140256331	provoc movi loss anger greed jealousi sick love
632	0	0	0.19147878678776958	problem idea creation go
633	1	1	0.6848970640716583	time look back civil disobedi anti-war movement power strong voic
634	1	1	0.7075015094520067	intrigu look french film industri german occup delight moment come variou charact express quirki inner selv
635	0	0	0.3386036609722233	clever never melod
636	1	1	0.7410156565635073	visit spi movi territori novel put examin footnot histori seldom bring light screen keep gue first frame last
637	1	1	0.6081640173275449	smartest take singl cultur see long time
638	1	1	0.8946843599652259	win piec work fill love movi
639	0	1	0.6413656949196337	portray modern woman way director davi unthink
640	0	0	0.35128005586781036	slap funni french peopl harm make movi insult audienc put tortur hour half
641	1	1	0.6810068404872527	nolan brave tread american film dare delv world ambival ambigu
642	0	0	0.28014606334285624	make piffl long holli wood end way say airhead movi busi deserv right
643	0	0	0.17766050224085195	whole movi simpli lazi exercis bad filmmak ask suspend disbelief intellig well
644	1	1	0.6834790446066901	film insight kissing background histori
645	1	1	0.6643587727182253	hearten tale small victori endur hope
646	1	1	0.8010089187121578	rare famili movi genuin sweet reli anim dumb humor
647	1	1	0.5159933348478329	cast collect success exampl lovabl loser protagonist show deft comic time
648	0	0	0.4619909478471809	hard imagin even small child impress tire retread
649	0	1	0.5862555917135722	blue crush trap energet extreme-sport adventur end creaki pretti woman retread emphasi self empow schmaltz big wave surf give pic titl afterthought
650	0	1	0.510145237891046	punit affirm parabl
651	0	0	0.35743751653948985	suck classic robert loui stevenson treasur island fill void sci fi video game graphic disney fie adolesc angst
652	1	1	0.7227989735018043	perfectli pleasant slightli pokey comedi
653	1	1	0.5837095035789793	lightweight appeal
654	0	1	0.7554443915167293	like film still like
655	1	0	0.31844471567295696	rare film seem write one somehow manag convinc almost put screen
656	1	0	0.2914413946000329	child occupi minut
657	1	1	0.6626912510446473	great monster movi pay matine price buy big tub popcorn guilti fun chomp chomp
658	0	0	0.24444758153833404	contain big laugh mani graze funni bone miss altogeth part conscious dumb approach wear thin
659	0	0	0.31482792489693706	basic static seri semi improvis semi coher rap star
660	1	0	0.33540757424757917	much fatal stylish surpris ok
661	0	0	0.36000872927821737	affabl undernourish romant comedi fail match fresh actress produc writer previou collabor miss congeni
662	1	1	0.741785984093783	real antwon fisher abl overcom person obstacl becom good man wonder thing abl share stori compellingli minor miracl
663	0	1	0.7178580909554032	apart dazzl cinematographi see blue crush form
664	0	1	0.6130004920870311	entir film research quietli read dusti old letter
665	1	1	0.5944933959237401	branagh forc non-shakespear screen perform ground even softest moment angri revolt wit
666	0	0	0.2991376352503942	virtual defin comedi strongli mediocr funni bit surfac everi
667	0	1	0.5458856615312657	kidman realli thing worth watch birthday girl film stage train jez butterworth mojo serv yet anoth exampl sad declin british comedi full monti world
668	0	1	0.7456598724731801	ye spirit away triumph imagin also failur storytel
669	1	1	0.8096172520495762	tour de forc modern cinema
670	1	1	0.6654817983894481	fantast vital movi manag invest real humor sensual sympathi stori adolesc boy
671	0	0	0.36002587954010906	reign fire never come close recov dement premis sustain enjoy level ridicul
672	1	1	0.7619838498978543	backstag see true fan comedi
673	1	1	0.5717570013429119	mostli pleasur watch reason self awar often self mock intellig
674	1	1	0.7933801503416655	unsettl memor cinemat experi predecessor proud
675	0	0	0.14467073811526487	bad likabl movi accomplish actor tri hard come amateurish awkward
676	0	0	0.3090375715157592	minut think watch seriou action next clip pink panther strike sailor moon splice
677	1	1	0.5347192659875198	result mesmer fill menac squalor
678	1	1	0.7094806431499472	earnest roughshod document serv workabl primer region recent histori make terrif grade learn tool
679	1	1	0.8222317211425987	gosl combin explos physic energi convinc intellig help creat complex unpredict charact
680	1	1	0.6481849886483211	cute funni heartwarm digit anim featur film plenti slapstick humor kid lot joke adult heart enough
681	0	0	0.3969553892228166	good thing good thing extrem op inan give plenti time ponder thanksgiv list
682	1	1	0.5761989529866566	eyr way becom american indian spike lee
683	1	0	0.40090833028196393	turn smarter diabol guess begin
684	1	0	0.381138781609368	fudg fact fanci confid feel see purer real thing
685	0	1	0.71157895524479	call movi brainless pay compliment entertain troll
686	1	1	0.7670061782265905	director nanci savoca no-fril record show forg still raw emot captur unsettl tenor post period far better measur polish product ever
687	1	0	0.26034535049939966	better tepid star trek insurrect fall short first contact villain pick lint borg queen alic krige cape finish half parsec nose gener
688	0	0	0.1908016155467665	thing world need less movi colleg write direct peopl pass entranc exam
689	1	0	0.3742896425457242	idea techno satur far novel present wri dark humor
690	1	1	0.5789428240507158	movi ultim reli bit heavili grandstand emot rocki like moment warm charm packag feel happi argu much
691	0	1	0.6109661715921939	lo earn share holiday box offic pie movi make thing perfectli clear pretti woman work girl
692	1	1	0.5414467402414521	schütte dramat snapshot artist day death offer interest bit specul issu brech face life draw close
693	0	1	0.52669269119821	deuc wild encyclopedia clich shoplift shamelessli farewel innoc movi wander bronx tale crib intellig
694	1	1	0.6282939740270553	declar director zhang yang shower boldli experiment contemporari stylist bright futur
695	0	1	0.5020008286442649	appal ace ventura rip somehow manag bring togeth kevin pollak former wrestler chyna dolli parton list credit resum futur much funnier film
696	1	1	0.6078635377130475	director andrew niccol demonstr wri understand quirk fame healthi sens satir light fun
697	1	0	0.41724047593551433	stori get roll short great one
698	0	0	0.39780888910451234	afraid show movi review open afraid bad review think earn right
699	0	0	0.4495878694962188	thoroughli formula film repres total exemplifi middl road mainstream also repres glossi hollywood laziest
700	1	1	0.8403349888850264	first time director paxton tap actor provid frailti dark soul
701	0	0	0.3352674119339842	kapur contradictori feel materi result movi work
702	0	1	0.5793667306732018	imag usual abbrevi favor mushi obvious telegraph patho particularli whitak misfit artist concern
703	0	0	0.42386383550190554	dragonfli movi bu wreck turn film wreck
704	0	0	0.4636092743675864	everi bit bogu disney live action famili movi real plot real conflict real point
705	1	1	0.6543900989168753	command chief film bigelow demonstr breadth vision attent detail propel upper echelon direct world
706	1	1	0.6325486573909321	steer unexpectedli adam streak warm blood empathi dispar manhattan denizen especi hole
707	1	1	0.8630032264957457	danni huston give astound perform deftli gradual reveal real human soul buri spellbind serpent smirk
708	1	1	0.7808827247681647	work transcend boy meet girl postur typic love stori
709	0	0	0.1749959958703514	anoth regurgit action movi better film half past dead
710	1	1	0.914675768470387	sweet funni charm complet delight
711	0	0	0.24489447759503988	complet predict plot swear see even never come mile longest yard
712	0	0	0.25777085502613084	piti slapdash disast doa dud frame one
713	0	1	0.5933157365705184	bob crane particular interest film impress perform adept direct like leav last impress
714	0	0	0.31853590374518104	comparison earlier film seem disappointingli thin slice lower class london life titl amount surprisingli littl
715	1	0	0.4610717828721244	far success consider less ambiti last year kubrick meet spielb exercis
716	0	0	0.2808541117874274	bedroom scene viewer find wish roll take nap
717	1	1	0.7686251692961324	hardli object documentari great cinemat polem love moor loath get admir intens will express convict
718	1	1	0.7635624919956685	work intric eleg literari lyric profound common sens
719	0	0	0.24574768022103033	episod smackdown period costum bigger budget
720	0	0	0.3837483479592764	bond film go beaten path necessarili better
721	0	0	0.35114014454698445	sever scene tacki nonsens wist testosteron charg wizardri jerri bruckheim product especi half past dead rock wal mart budget
722	0	0	0.4599211180416661	
723	1	0	0.3999180681881047	matur fatal attract complet indec propos relev week unfaith intim univers cinema
724	0	0	0.21789944296468364	differ movi courag go top movi care stupid
725	1	1	0.6582231102084816	know precis make steven soderbergh full frontal stop enjoy much
726	0	1	0.5692912742616985	premis smart execut pretti weari
727	0	1	0.8153036376974317	disturb great white hope underton side heaven subtli undermin messag christian love compass
728	1	1	0.8283267741180163	big fat greek wed best date movi year also dare say twice delight charm total american add slice comed bliss
729	0	1	0.5590386775330398	kind movi see theater air condit
730	1	0	0.18297386447815417	thing guy evan never quit sure promot end truth begin watch movi interest care
731	0	1	0.5695948219780292	plot charact drama emot idea irrelev experi see scorpion king
732	0	0	0.31450370850531956	laugh mayb twice complet forget movi time get back car park lot
733	0	1	0.6079814285682655	perhap better celebr unfairli dismiss hero film pain forc fals fabric
734	0	0	0.3293729924821797	heavi stench hang film expect
735	0	0	0.17167757168060424	never realli feel involv stori idea remain abstract idea
736	1	1	0.6213894729543148	valu hold enterpris crew togeth previou adventur peril courag self sacrific patienc pressur
737	1	1	0.7973183435239856	funni time poignant film director georg hickenloop take place pasadena citi peopl still read
738	0	0	0.4010921896402411	santa claus bare adequ babysitt older kid get give thumb
739	0	0	0.2736352216448482	charact cast imposs contriv situat total estrang realiti
740	1	1	0.6019662370233728	captur pervers element kafkaesqu ident overnight rob replac persecut
741	0	1	0.5939363505267047	fresh idea core tale
742	0	1	0.5229648961372667	home alon film stage rosemari babi well conceiv either film
743	0	0	0.11609461342624265	woefulli dull redund concept bear whiff exploit iwai vaunt empathi
744	1	1	0.6109006506259985	energez intox documentari chart rise hip hop cultur gener art scratch turntabl particular
745	0	1	0.5319883979951441	new yorker alway seem find oddest place dwell
746	0	1	0.5658934551407669	let hope true stori queen man allegedli inspir lot funnier deftli enact cobbl togeth onscreen
747	1	0	0.391382782722554	depth studi import develop comput industri make requir view univers comput scienc depart year come
748	1	1	0.6910981892574007	like blood gut crazi beast stalk man gun though like enjoy monster
749	1	1	0.6896672384178208	mazel tov film famili joyou life act yiddish stage
750	1	0	0.4582654563459371	dark quirki road movi constantli defi expect
751	1	1	0.5733762412984412	endearingli offbeat romant comedi great meet cute gimmick
752	0	0	0.37087714104899294	shankman screenwrit kare janszen bungl way narr seri bibl parabl actual stori
753	0	0	0.1859855253688176	soulless stupid sequel
754	1	1	0.6857687006006092	amus breezili apolit documentari life campaign trail
755	1	1	0.7735048772894308	breath surpris new life familiar amalgam genr add true human complex stock charact
756	0	0	0.3121284971796969	formula dull sens faster deeper recreat drug market
757	1	1	0.7338589891888987	secret ballot funni puzzl movi ambigu enough engag oddli move
758	1	1	0.5943123639321221	harmless fun
759	0	0	0.45625619963822583	road trip drama mani wrong turn
760	0	0	0.30757115961118575	give shapiro goldman bolado credit good intent half hour
761	0	0	0.39223223587678147	play less come age romanc infomerci
762	0	0	0.4939734941859282	watch harri ham physic emot disintegr cours movi certain poignanc light recent death boyd film offer littl els consequ
763	1	0	0.4198174647705279	best minut exposé film minut actual quit entertain
764	0	0	0.3206162565156381	instead witti expos banal hypocrisi much kid-vid get ugli mean spirit lash adult appar forc kid watch mani barney video
765	0	0	0.27114603216875577	banal virul unpleas excus romant comedi
766	0	0	0.2867901765544783	kiss wast
767	0	0	0.32986211207577437	sour santa claus santa bump centuri realiti hard icki
768	0	0	0.4597372818443586	well act movi simpli gel
769	1	1	0.5807678725629877	see inch televis screen local multiplex edg seat educ antic steve irwin priceless entertain
770	1	1	0.5888457030171017	see debat rememb
771	1	1	0.8565971847756481	fun ride
772	1	1	0.6575123587665312	use stock plot boy inject enough fresh proceed provid enjoy minut movi theater
773	1	0	0.3722855927659535	obvious aim kid countri bear keep parent amus low groan guffaw ratio
774	1	1	0.7058692130033254	brutal honest documentari much anticip famili reunion go wrong thank cultur shock refus empath
775	0	0	0.37274951367597764	uneasi mishmash style genr
776	1	1	0.7097593518991132	humbl littl film fuel light comed work zhao benshan delic way dong jie sort moviego complain make movi use anymor
777	1	1	0.6357787132575334	norton hold film togeth
778	0	1	0.6211624463263544	guy seem great knock back beer simpli funni perform
779	1	1	0.888874141630514	confid richli act emot devast piec work first great film
780	0	1	0.5496556799943182	great piti respons cut loss retitl adventur direct video nash send proper home
781	0	1	0.6283434889474458	kid stay pictur great stori terrif tell man write cliff note edit cheat
782	1	1	0.5587250501952479	enjoy time favor watch surpris quickli fad memori
783	1	1	0.5748050322961153	english patient unbear light hour reputedli unfilm novel buck odd emerg exquisit motion pictur right
784	1	0	0.44800368271611735	extraordinari film least japanes feel univers
785	0	0	0.17745209221491237	ice cube quit ripe screwbal idea friday next spread pretti thin
786	0	0	0.2894121651305221	show jacki chan get older rather live denial
787	0	0	0.21023208688891099	apallingli absurd chemistri lack newton wahlberg turn imax theater black white portabl tv
788	0	0	0.49066050117130666	believ silber best intent restraint fulli realiz
789	0	0	0.4300712067712193	feel quit much middl age moviemak attempt surround beauti half nake woman
790	1	1	0.6336201004937686	invent fun intoxicatingli sexi violent self indulg madden
791	0	0	0.4080945064359236	ben affleck jack ryan tom clanci intrepid hero ridicul next quall indiana jone tom green han solo
792	1	1	0.7419041071688901	stand haunt punk rock music use video medium use spirit percept convict
793	0	0	0.28899173962711067	never see first film seri compar friday next chang fact load clam leav broil sun good day
794	0	0	0.3392828229645999	titl trap turn pretti fair descript feel watch ultra-manipul thriller
795	1	0	0.3989027795453383	much interest gratuit sexual hanek differ object mind name implic crave fake stimul
796	0	1	0.5964571738372121	hideou confus spectacl well put nail coffin futur rice adapt
797	1	1	0.7825066271227139	movi understand depth breadth emot intimaci give physic act mean pleasur
798	1	0	0.4909462919703621	gloriou groov leav want
799	1	1	0.563085397143419	type film grow see often enough day realist urgent sugarco least
800	1	1	0.7769173276553929	resourc ingeni entertain
801	1	1	0.5830277172914263	modest aspir occasion charm dismiss
802	0	0	0.41329894717203364	zigzag richer observ less dens plot
803	0	0	0.46308718191402953	better call abc kiarostami aid africa part sceneri
804	1	0	0.21014307889553188	unfortun appear jacki chan influenc start show hong kong film
805	0	0	0.12284521078329526	trap perpetu frat parti gross bore
806	1	1	0.6496313006825963	make barbershop likabl flaw none pushi decibel volum contemporari comedi
807	0	1	0.6002918724215026	leg freak big hairi deal
808	1	1	0.7491940230512002	confront stanc todd solondz take aim polit correct suburban famili
809	0	0	0.4232200520402669	palpabl chemistri lopez male lead ralph fienn script work girl scribe kevin wade workmanlik extrem
810	0	0	0.4042967907878126	full monti freshman fluke lucki break cattaneo sophomor slump
811	1	1	0.680980380304431	deliri funni fast loos access uniniti full surpris
812	0	1	0.5495452355220708	fear permeat whole stortel todd solondz oftentim funni ultim cowardli autocritiqu
813	0	0	0.20700907713783107	bland song color flat draw complet servic quickli forgett
814	1	1	0.6869208776454456	perfectli pitch comedi tragedi hope despair schmidt instead come far closer mani movi express way mani live someplac consum self absorpt insist demand other
815	0	1	0.6208184725268298	spi funni enough excit enough fairli simpl forgiv financi extort tri reap moviego public
816	0	0	0.3590256656095477	collater damag offer formula payback big payoff explos tend simpli hit mark pyro correctli
817	1	1	0.5335090487122881	reggio glass put intox show
818	0	0	0.2738029247050563	imagin life harri potter martial art adventur tell lobotom woodi idea fate lie store moviego lure mediocr kung pow enter fist
819	1	1	0.635569325757724	lot recommend read lip
820	0	0	0.4304264033964577	bottom rung new jack citi wannab
821	1	1	0.8546618531306965	vibrantli color beauti design metropoli feast eye
822	1	1	0.5691021482915624	tough watch fantast movi
823	1	1	0.6179740834011671	fast runner transport viewer unusu space
824	1	1	0.858599240669265	film advertis comedi sweet home alabama funni hope film advertis comedi sweet home alabama funni hope
825	1	1	0.8863602712694458	easili best excit movi year
826	1	1	0.5440336605323567	huge cut rest enjoy barbershop funni littl movi clever dialogu likeabl charact
827	0	1	0.610974041162941	hot hardwood prove man drag funni
828	0	1	0.6458177625143743	paymer boss ultim express empathi bartlebi pain perform styliz drain human emot
829	1	1	0.6988618414196094	visual captiv
830	1	1	0.6936207444768723	pleasur afford enough keep mani moviego occupi seriou mind concern year end movi
831	1	0	0.4340091633631387	fred schepisi film pace speed slow middl age deathli slow teen cast a-list brit actor worth search
832	1	1	0.815764761540835	lace humor fanci touch film refreshingli seriou look young woman
833	0	0	0.1653495630801766	mildli sentiment unabashedli consumerist studious inoffens complet dispos
834	0	0	0.17259920838404508	stale uninspir
835	1	1	0.7652203324499187	dramat crisi alway succeed quest take serious huppert volatil perform make rivet movi experi
836	1	1	0.8638713904962749	come age stori see bit film rare tell affect grace cultur specif
837	0	0	0.16799644410461742	incred heavi hand manipul dud feel familiar
838	0	0	0.37418546708309713	almost els raunchi graphic present side outwardli sexist mean spirit sens liabil
839	1	0	0.4410980914181857	stun dreamlik visual impress even viewer littl patienc euro film pretens
840	1	1	0.6469420990960962	altern faceti comic parodi pulp melodrama smart aleck movi toss intrigu question differ human android life
841	0	0	0.4051166379304825	unwis amalgam broadcast news vibe
842	1	1	0.5009232809017921	prefer soderbergh concentr lover tarkovski mostli male mostli patriarch debat societi
843	0	0	0.19232532274448955	dragonfli dwell cross mumbo jumbo manipul sentiment sappi dialogu
844	0	0	0.3654965379520696	predict manipul stinker stori pass time time absurd final twist metal firebal reveng
845	0	1	0.6693254463568639	disney cinderella prove dream wish heart make cinderella prove nightmar wish studio wallet make
846	1	1	0.7377647634243375	quit offer pierc domest drama spike sli humor
847	0	0	0.29526040709217277	miser standard slasher genr sunk actual pretti good cours object measur still quit bad
848	0	1	0.6850158253364719	ye enjoy see joan grow awkward young woman strong determin monarch love philand philip diminish statur
849	0	1	0.5854553731828477	play well doubl featur mainstream foreign mush big fat greek wed
850	1	1	0.7046597904592558	epic grandeur scale decad go popcorn push sound stage hollywood
851	1	1	0.7269091026048731	impress mani tit tat retaliatori respons filmmak allow pull plug conspir avert american russian armageddon
852	1	1	0.6109162820364231	probabl best matur comedi summer season speak season pictur
853	0	0	0.42785955161079553	use pain violenc war background materi color
854	1	1	0.5433671897769675	ever wonder end input studio execut test audienc look
855	1	1	0.7596852526726956	greg kinnear give mesmer perform full fledg sex addict complet denial obsess behavior
856	0	0	0.23599130696463716	restrain freak show mercenari obviou cerebr dull pretenti engag isl defi easi categor
857	1	1	0.7236473135644721	strip dramat construct auster imageri abstract charact equal part poetri polit obviou time evoc heartfelt
858	0	0	0.24024136043143202	howard demonstr great eye director southern gothic drama sadli tough sit undevelop narr enough flashback heavi hand metaphor choke hors least slow canter
859	0	1	0.5093868059052936	simpli re-hash film
860	0	0	0.36009527589627527	psycholog real narr logic seri care choreograph atroc becom strang imperson abstract
861	0	1	0.583663353163192	trifl triumph
862	0	1	0.673387964118923	uplift drama antwon fisher howev origin
863	0	0	0.1900610623547034	littl well act televis melodrama shot big screen
864	0	0	0.1917790807533621	seem care much aspect cheesi screenplay grayish qualiti light last minut haphazard theatric releas
865	0	0	0.2907346795524276	bright well act think provok tuck everlast suffer lacon pace lack tradit action
866	0	0	0.49360658351533127	cold movi claim express warmth long truth heart porno flick none sheer lust
867	0	0	0.09000496910480095	barney throw goodwil first half movi gener orchestr final impenetr dull
868	1	1	0.7769509705532212	full detail man countri well worth see
869	1	1	0.8959366835711626	film fearlessli get skin peopl involv make detail histor document engag move portrait subcultur
870	0	0	0.15328252537638418	journalist dubiou inept often lethal dull
871	0	1	0.663804746964123	pictur know comedi
872	1	1	0.7306548356939768	thoroughli enjoy
873	1	1	0.6722483059710856	wild ride movi keep throw fastbal
874	1	0	0.4599211180416661	cabe
875	1	1	0.6154437814084862	insomnia involv still think
876	1	1	0.7836694422937784	lightheart feel good film embrac time honor truth power thing life love
877	1	1	0.8322348525997715	vividli convey passion creativ fearless mexico color controversi artist captiv drama speak nonconformist
878	0	0	0.29854291532204735	movi make big screen small screen ballist eck sever make palm screen
879	0	0	0.3026718907030688	good unintent laugh extrem op obvious make crowd peopl enjoy mindless action benefit decent act write direct
880	0	0	0.3692681151040237	piquant stori need dramat meat bone
881	1	1	0.6289015787064868	liotta put pound role complet transform smooth goodfella imag
882	0	1	0.5364987848311783	slow unev ride pretti tatter old carousel
